R_fighter;B_fighter;R_KD;B_KD;R_SIG_STR.;B_SIG_STR.;R_SIG_STR_pct;B_SIG_STR_pct;R_TOTAL_STR.;B_TOTAL_STR.;R_TD;B_TD;R_TD_pct;B_TD_pct;R_SUB_ATT;B_SUB_ATT;R_REV;B_REV;R_CTRL;B_CTRL;R_HEAD;B_HEAD;R_BODY;B_BODY;R_LEG;B_LEG;R_DISTANCE;B_DISTANCE;R_CLINCH;B_CLINCH;R_GROUND;B_GROUND;win_by;last_round;last_round_time;Format;Referee;date;location;Fight_type;Winner
Tatsuro Taira;Edgar Chairez;0;1;61 of 78;25 of 38;78%;65%;121 of 148;26 of 39;2 of 3;0 of 0;66%;---;1;2;1;1;9:53;0:25;40 of 54;15 of 23;2 of 4;5 of 6;19 of 20;5 of 9;26 of 36;25 of 38;0 of 0;0 of 0;35 of 42;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;July 08, 2023;Las Vegas, Nevada, USA;Catch Weight Bout;Tatsuro Taira
Vitor Petrino;Marcin Prachnio;0;0;44 of 81;55 of 88;54%;62%;72 of 111;147 of 185;4 of 6;0 of 1;66%;0%;2;0;0;0;8:39;0:18;32 of 68;25 of 54;9 of 10;21 of 25;3 of 3;9 of 9;24 of 58;41 of 73;1 of 1;14 of 15;19 of 22;0 of 0;Submission;3;3:42;3 Rnd (5-5-5);Marc Goddard;July 08, 2023;Las Vegas, Nevada, USA;Light Heavyweight Bout;Vitor Petrino
Cameron Saaiman;Terrence Mitchell;0;0;18 of 32;3 of 7;56%;42%;23 of 38;6 of 11;2 of 2;1 of 2;100%;50%;1;0;1;0;1:37;1:06;15 of 29;3 of 7;3 of 3;0 of 0;0 of 0;0 of 0;0 of 2;0 of 3;4 of 6;2 of 3;14 of 24;1 of 1;KO/TKO;1;3:10;3 Rnd (5-5-5);Mark Smith;July 08, 2023;Las Vegas, Nevada, USA;Bantamweight Bout;Cameron Saaiman
Kamuela Kirk;Esteban Ribovics;0;0;56 of 107;115 of 202;52%;56%;86 of 147;135 of 224;3 of 14;2 of 2;21%;100%;1;0;0;0;6:20;1:15;36 of 84;94 of 177;12 of 15;17 of 20;8 of 8;4 of 5;51 of 101;92 of 172;5 of 6;10 of 13;0 of 0;13 of 17;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;July 08, 2023;Las Vegas, Nevada, USA;Lightweight Bout;Esteban Ribovics
Jimmy Crute;Alonzo Menifield;0;0;26 of 53;21 of 36;49%;58%;32 of 59;25 of 40;1 of 5;0 of 0;20%;---;0;1;0;0;1:12;1:45;5 of 30;18 of 33;19 of 20;2 of 2;2 of 3;1 of 1;6 of 31;17 of 32;20 of 22;4 of 4;0 of 0;0 of 0;Submission;2;1:55;3 Rnd (5-5-5);Mark Smith;July 08, 2023;Las Vegas, Nevada, USA;Light Heavyweight Bout;Alonzo Menifield
Shannon Ross;Jesus Aguilar;0;1;2 of 3;2 of 3;66%;66%;2 of 3;2 of 3;0 of 0;0 of 0;---;---;0;0;0;0;0:00;0:00;1 of 2;1 of 1;1 of 1;0 of 0;0 of 0;1 of 2;2 of 3;2 of 3;0 of 0;0 of 0;0 of 0;0 of 0;KO/TKO;1;0:17;3 Rnd (5-5-5);Jason Herzog;July 08, 2023;Las Vegas, Nevada, USA;Flyweight Bout;Jesus Aguilar
Chase Hooper;Jordan Leavitt;0;0;1 of 3;3 of 4;33%;75%;13 of 18;5 of 10;0 of 0;0 of 2;---;0%;1;0;0;1;0:57;0:59;1 of 3;2 of 3;0 of 0;1 of 1;0 of 0;0 of 0;0 of 2;0 of 0;0 of 0;1 of 1;1 of 1;2 of 3;Submission;1;2:58;3 Rnd (5-5-5);Mike Beltran;November 18, 2023;Las Vegas, Nevada, USA;Lightweight Bout;Chase Hooper
Uros Medic;Myktybek Orolbai;0;0;14 of 27;8 of 20;51%;40%;17 of 32;16 of 31;0 of 0;7 of 10;---;70%;0;1;0;0;0:02;7:26;10 of 20;6 of 16;4 of 7;0 of 0;0 of 0;2 of 4;5 of 14;3 of 8;8 of 12;1 of 1;1 of 1;4 of 11;Submission;2;4:12;3 Rnd (5-5-5);Mike Beltran;November 18, 2023;Las Vegas, Nevada, USA;Welterweight Bout;Myktybek Orolbai
Jonathan Pearce;Joanderson Brito;0;0;14 of 16;8 of 20;87%;40%;81 of 96;33 of 47;1 of 4;1 of 1;25%;100%;0;1;1;0;6:15;1:58;6 of 6;4 of 15;2 of 4;3 of 4;6 of 6;1 of 1;3 of 4;4 of 12;7 of 8;2 of 3;4 of 4;2 of 5;Submission;2;3:54;3 Rnd (5-5-5);Herb Dean;November 18, 2023;Las Vegas, Nevada, USA;Featherweight Bout;Joanderson Brito
Michael Morales;Jake Matthews;0;0;84 of 208;57 of 149;40%;38%;84 of 208;57 of 149;0 of 1;0 of 1;0%;0%;0;0;0;0;0:07;0:03;45 of 157;33 of 109;12 of 17;17 of 24;27 of 34;7 of 16;80 of 197;54 of 146;4 of 11;3 of 3;0 of 0;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;November 18, 2023;Las Vegas, Nevada, USA;Welterweight Bout;Michael Morales
Luana Pinheiro;Amanda Ribas;0;1;55 of 116;87 of 224;47%;38%;56 of 120;96 of 234;1 of 6;0 of 1;16%;0%;0;0;0;0;1:11;0:30;36 of 86;57 of 158;11 of 18;8 of 29;8 of 12;22 of 37;51 of 109;81 of 212;4 of 6;3 of 6;0 of 1;3 of 6;KO/TKO;3;3:53;3 Rnd (5-5-5);Chris Tognoni;November 18, 2023;Las Vegas, Nevada, USA;Women's Strawweight Bout;Amanda Ribas
Chad Anheliger;Jose Johnson;0;0;26 of 71;63 of 108;36%;58%;47 of 103;141 of 198;4 of 8;1 of 2;50%;50%;0;1;1;2;6:18;4:20;14 of 49;42 of 78;6 of 13;15 of 18;6 of 9;6 of 12;19 of 54;25 of 53;4 of 6;10 of 17;3 of 11;28 of 38;Submission;3;4:49;3 Rnd (5-5-5);Chris Tognoni;November 18, 2023;Las Vegas, Nevada, USA;Bantamweight Bout;Jose Johnson
Brendan Allen;Paul Craig;0;0;32 of 43;6 of 14;74%;42%;52 of 64;13 of 21;2 of 2;0 of 2;100%;0%;2;1;0;0;7:58;0:34;26 of 37;3 of 10;3 of 3;1 of 1;3 of 3;2 of 3;12 of 17;6 of 13;1 of 2;0 of 0;19 of 24;0 of 1;Submission;3;0:38;5 Rnd (5-5-5-5-5);Mark Smith;November 18, 2023;Las Vegas, Nevada, USA;Middleweight Bout;Brendan Allen
Payton Talbott;Nick Aguirre;0;0;28 of 53;5 of 12;52%;41%;58 of 90;18 of 29;0 of 0;2 of 10;---;20%;1;0;0;0;3:25;5:46;22 of 46;4 of 11;4 of 5;1 of 1;2 of 2;0 of 0;12 of 27;5 of 9;0 of 0;0 of 3;16 of 26;0 of 0;Submission;3;0:58;3 Rnd (5-5-5);Mark Smith;November 18, 2023;Las Vegas, Nevada, USA;Bantamweight Bout;Payton Talbott
Trey Ogden;Nikolas Motta;0;0;58 of 83;14 of 80;69%;17%;96 of 128;16 of 82;3 of 16;0 of 0;18%;---;1;0;0;0;4:28;0:00;49 of 74;8 of 73;6 of 6;5 of 6;3 of 3;1 of 1;44 of 65;14 of 80;13 of 17;0 of 0;1 of 1;0 of 0;Overturned;3;3:11;3 Rnd (5-5-5);Mike Beltran;November 18, 2023;Las Vegas, Nevada, USA;Lightweight Bout;
Jeka Saragih;Lucas Alexander;1;0;4 of 9;11 of 16;44%;68%;4 of 9;11 of 16;1 of 1;0 of 1;100%;0%;0;0;0;0;0:05;0:00;3 of 6;6 of 10;1 of 2;2 of 3;0 of 1;3 of 3;2 of 6;11 of 16;0 of 0;0 of 0;2 of 3;0 of 0;KO/TKO;1;1:31;3 Rnd (5-5-5);Herb Dean;November 18, 2023;Las Vegas, Nevada, USA;Featherweight Bout;Jeka Saragih
Christian Leroy Duncan;Denis Tiuliulin;1;0;65 of 87;30 of 71;74%;42%;90 of 123;37 of 81;0 of 2;0 of 0;0%;---;0;0;0;0;4:51;0:00;44 of 65;19 of 57;8 of 9;6 of 8;13 of 13;5 of 6;46 of 65;26 of 66;16 of 17;4 of 5;3 of 5;0 of 0;KO/TKO;2;4:24;3 Rnd (5-5-5);Mike Beltran;November 18, 2023;Las Vegas, Nevada, USA;Middleweight Bout;Christian Leroy Duncan
Charles Johnson;Rafael Estevam;0;0;72 of 109;18 of 43;66%;41%;116 of 161;35 of 77;0 of 0;3 of 22;---;13%;0;1;1;0;0:43;9:23;38 of 69;10 of 28;27 of 33;6 of 12;7 of 7;2 of 3;53 of 80;11 of 31;18 of 26;3 of 5;1 of 3;4 of 7;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;November 18, 2023;Las Vegas, Nevada, USA;Flyweight Bout;Rafael Estevam
Lucie Pudilova;Ailin Perez;0;0;20 of 42;42 of 74;47%;56%;41 of 67;123 of 180;0 of 0;2 of 8;---;25%;1;0;0;0;4:09;8:36;13 of 31;31 of 57;7 of 9;5 of 7;0 of 2;6 of 10;5 of 25;12 of 27;9 of 10;3 of 6;6 of 7;27 of 41;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;November 18, 2023;Las Vegas, Nevada, USA;Women's Bantamweight Bout;Ailin Perez
Mick Parkin;Caio Machado;0;0;39 of 98;76 of 132;39%;57%;69 of 139;103 of 164;3 of 10;0 of 1;30%;0%;0;0;1;0;6:23;0:20;33 of 91;41 of 95;2 of 3;24 of 26;4 of 4;11 of 11;34 of 92;68 of 121;3 of 3;6 of 9;2 of 3;2 of 2;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;November 18, 2023;Las Vegas, Nevada, USA;Heavyweight Bout;Mick Parkin
Angela Hill;Denise Gomes;0;0;76 of 120;62 of 133;63%;46%;96 of 153;111 of 203;5 of 9;1 of 3;55%;33%;0;0;1;1;8:03;1:03;37 of 76;29 of 91;37 of 42;25 of 33;2 of 2;8 of 9;40 of 68;34 of 97;33 of 44;27 of 35;3 of 8;1 of 1;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Fernando Portella;November 04, 2023;Sao Paulo, Sao Paulo, Brazil;Women's Strawweight Bout;Angela Hill
Rodrigo Nascimento;Don'Tale Mayes;0;0;70 of 154;79 of 159;45%;49%;91 of 180;105 of 190;0 of 3;0 of 1;0%;0%;0;0;0;0;2:21;0:39;51 of 132;39 of 103;9 of 11;30 of 44;10 of 11;10 of 12;58 of 134;55 of 128;12 of 20;24 of 31;0 of 0;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Osiris Maia;November 04, 2023;Sao Paulo, Sao Paulo, Brazil;Heavyweight Bout;Rodrigo Nascimento
Rinat Fakhretdinov;Elizeu Zaleski dos Santos;1;0;87 of 186;75 of 152;46%;49%;109 of 216;115 of 211;1 of 9;0 of 1;11%;0%;0;1;1;0;4:25;1:24;50 of 144;47 of 113;11 of 16;17 of 26;26 of 26;11 of 13;65 of 156;57 of 129;7 of 8;2 of 3;15 of 22;16 of 20;Decision - Majority;3;5:00;3 Rnd (5-5-5);Fernando Portella;November 04, 2023;Sao Paulo, Sao Paulo, Brazil;Welterweight Bout;
Elves Brener;Kaynan Kruschewsky;1;0;16 of 33;8 of 31;48%;25%;16 of 33;8 of 31;0 of 0;0 of 0;---;---;0;0;0;0;0:03;0:00;6 of 20;6 of 25;2 of 3;2 of 6;8 of 10;0 of 0;16 of 33;8 of 31;0 of 0;0 of 0;0 of 0;0 of 0;KO/TKO;1;4:01;3 Rnd (5-5-5);Osiris Maia;November 04, 2023;Sao Paulo, Sao Paulo, Brazil;Catch Weight Bout;Elves Brener
Gabriel Bonfim;Nicolas Dalby;0;1;39 of 91;53 of 113;42%;46%;47 of 103;64 of 128;3 of 5;0 of 1;60%;0%;1;0;0;0;4:19;1:27;27 of 77;41 of 96;3 of 4;7 of 11;9 of 10;5 of 6;32 of 71;25 of 76;3 of 9;25 of 33;4 of 11;3 of 4;KO/TKO;2;4:33;3 Rnd (5-5-5);Jason Herzog;November 04, 2023;Sao Paulo, Sao Paulo, Brazil;Welterweight Bout;Nicolas Dalby
Caio Borralho;Abus Magomedov;1;0;51 of 103;38 of 107;49%;35%;70 of 126;39 of 110;0 of 1;0 of 0;0%;---;0;0;0;0;2:17;0:00;33 of 73;19 of 74;11 of 15;14 of 24;7 of 15;5 of 9;50 of 102;38 of 107;0 of 0;0 of 0;1 of 1;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marc Goddard;November 04, 2023;Sao Paulo, Sao Paulo, Brazil;Middleweight Bout;Caio Borralho
Jailton Almeida;Derrick Lewis;0;0;38 of 56;20 of 39;67%;51%;120 of 153;28 of 54;6 of 15;0 of 2;40%;0%;4;0;1;0;21:10;0:57;32 of 48;17 of 33;5 of 5;3 of 6;1 of 3;0 of 0;5 of 7;2 of 10;3 of 8;1 of 1;30 of 41;17 of 28;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Marc Goddard;November 04, 2023;Sao Paulo, Sao Paulo, Brazil;Heavyweight Bout;Jailton Almeida
Vitor Petrino;Modestas Bukauskas;1;0;8 of 26;9 of 19;30%;47%;14 of 34;12 of 23;1 of 2;0 of 0;50%;---;0;0;0;0;2:18;0:00;6 of 23;5 of 14;2 of 3;0 of 0;0 of 0;4 of 5;7 of 21;9 of 19;0 of 0;0 of 0;1 of 5;0 of 0;KO/TKO;2;1:03;3 Rnd (5-5-5);Marc Goddard;November 04, 2023;Sao Paulo, Sao Paulo, Brazil;Light Heavyweight Bout;Vitor Petrino
Kaue Fernandes;Marc Diakiese;0;0;23 of 42;13 of 32;54%;40%;67 of 92;65 of 92;1 of 1;3 of 8;100%;37%;0;0;0;1;1:27;8:38;6 of 20;11 of 26;8 of 13;2 of 5;9 of 9;0 of 1;21 of 38;7 of 18;2 of 4;2 of 4;0 of 0;4 of 10;Decision - Split;3;5:00;3 Rnd (5-5-5);Jason Herzog;November 04, 2023;Sao Paulo, Sao Paulo, Brazil;Lightweight Bout;Marc Diakiese
Eduarda Moura;Montserrat Conejo Ruiz;0;0;57 of 77;5 of 22;74%;22%;102 of 139;9 of 29;3 of 3;0 of 0;100%;---;0;0;0;0;5:57;0:02;55 of 75;0 of 15;2 of 2;0 of 2;0 of 0;5 of 5;5 of 12;5 of 22;1 of 1;0 of 0;51 of 64;0 of 0;KO/TKO;2;2:14;3 Rnd (5-5-5);Joao Claudio Soares;November 04, 2023;Sao Paulo, Sao Paulo, Brazil;Women's Strawweight Bout;Eduarda Moura
Miranda Maverick;Jasmine Jasudavicius;0;0;63 of 127;67 of 158;49%;42%;68 of 132;115 of 235;0 of 3;1 of 1;0%;100%;0;0;0;0;0:07;7:35;33 of 94;52 of 140;17 of 18;15 of 18;13 of 15;0 of 0;56 of 120;53 of 138;7 of 7;13 of 18;0 of 0;1 of 2;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jerin Valel;June 10, 2023;Vancouver, British Columbia, Canada;Women's Flyweight Bout;Jasmine Jasudavicius
Mike Malott;Adam Fugitt;1;0;19 of 41;9 of 28;46%;32%;19 of 41;16 of 35;2 of 2;0 of 0;100%;---;1;0;1;0;1:26;0:07;9 of 29;2 of 17;10 of 10;6 of 9;0 of 2;1 of 2;19 of 41;9 of 28;0 of 0;0 of 0;0 of 0;0 of 0;Submission;2;1:06;3 Rnd (5-5-5);Dan Miragliotta;June 10, 2023;Vancouver, British Columbia, Canada;Welterweight Bout;Mike Malott
Aiemann Zahabi;Aoriqileng;1;0;5 of 8;5 of 5;62%;100%;5 of 8;5 of 5;0 of 0;0 of 0;---;---;0;0;0;0;0:03;0:00;5 of 8;0 of 0;0 of 0;1 of 1;0 of 0;4 of 4;3 of 5;5 of 5;0 of 0;0 of 0;2 of 3;0 of 0;KO/TKO;1;1:04;3 Rnd (5-5-5);John Cooper;June 10, 2023;Vancouver, British Columbia, Canada;Bantamweight Bout;Aiemann Zahabi
Amanda Nunes;Irene Aldana;0;0;142 of 267;41 of 143;53%;28%;196 of 323;57 of 159;6 of 13;0 of 0;46%;---;0;0;0;0;7:00;0:10;97 of 198;25 of 118;28 of 49;3 of 7;17 of 20;13 of 18;115 of 234;36 of 133;5 of 8;3 of 3;22 of 25;2 of 7;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Dan Miragliotta;June 10, 2023;Vancouver, British Columbia, Canada;UFC Women's Bantamweight Title Bout;Amanda Nunes
Charles Oliveira;Beneil Dariush;1;0;26 of 36;12 of 28;72%;42%;37 of 47;32 of 59;0 of 1;0 of 0;0%;---;0;0;0;0;0:31;2:44;23 of 32;8 of 24;3 of 3;3 of 3;0 of 1;1 of 1;7 of 13;6 of 14;3 of 3;0 of 0;16 of 20;6 of 14;KO/TKO;1;4:10;3 Rnd (5-5-5);Jason Herzog;June 10, 2023;Vancouver, British Columbia, Canada;Lightweight Bout;Charles Oliveira
Marc-Andre Barriault;Eryk Anders;1;0;95 of 192;83 of 169;49%;49%;103 of 200;87 of 173;0 of 0;1 of 11;---;9%;0;0;0;0;0:40;3:18;62 of 148;42 of 122;32 of 43;39 of 45;1 of 1;2 of 2;67 of 154;41 of 115;26 of 35;42 of 52;2 of 3;0 of 2;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jerin Valel;June 10, 2023;Vancouver, British Columbia, Canada;Middleweight Bout;Marc-Andre Barriault
Nassourdine Imavov;Chris Curtis;0;0;57 of 84;26 of 61;67%;42%;59 of 86;34 of 69;3 of 4;0 of 0;75%;---;1;0;0;0;2:22;0:00;27 of 48;4 of 28;8 of 12;8 of 18;22 of 24;14 of 15;54 of 80;26 of 60;3 of 4;0 of 1;0 of 0;0 of 0;Could Not Continue;2;3:04;3 Rnd (5-5-5);Jason Herzog;June 10, 2023;Vancouver, British Columbia, Canada;Middleweight Bout;
David Dvorak;Steve Erceg;0;0;53 of 114;54 of 140;46%;38%;56 of 117;56 of 142;1 of 3;3 of 4;33%;75%;0;1;0;0;1:57;1:29;26 of 77;28 of 101;10 of 19;16 of 26;17 of 18;10 of 13;46 of 102;46 of 131;4 of 7;7 of 8;3 of 5;1 of 1;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mitch Cadlick;June 10, 2023;Vancouver, British Columbia, Canada;Flyweight Bout;Steve Erceg
Dan Ige;Nate Landwehr;1;0;88 of 184;74 of 195;47%;37%;88 of 184;74 of 195;0 of 0;0 of 4;---;0%;0;0;0;0;0:41;0:26;61 of 143;54 of 161;19 of 31;13 of 24;8 of 10;7 of 10;78 of 169;55 of 168;6 of 8;18 of 24;4 of 7;1 of 3;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Jason Herzog;June 10, 2023;Vancouver, British Columbia, Canada;Featherweight Bout;Dan Ige
Kyle Nelson;Blake Bilder;0;0;59 of 126;45 of 120;46%;37%;83 of 150;84 of 159;0 of 1;0 of 3;0%;0%;0;0;0;0;2:21;2:45;24 of 76;26 of 96;20 of 31;2 of 4;15 of 19;17 of 20;57 of 124;45 of 119;2 of 2;0 of 1;0 of 0;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Sal Ram;June 10, 2023;Vancouver, British Columbia, Canada;Featherweight Bout;Kyle Nelson
Diana Belbita;Maria Oliveira;0;0;106 of 208;64 of 168;50%;38%;154 of 258;85 of 200;1 of 2;2 of 5;50%;40%;0;0;0;0;2:04;4:06;71 of 165;45 of 142;20 of 25;11 of 18;15 of 18;8 of 8;76 of 176;62 of 166;22 of 24;1 of 1;8 of 8;1 of 1;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Phil Koldyk;June 10, 2023;Vancouver, British Columbia, Canada;Women's Strawweight Bout;Diana Belbita
Matthew Semelsberger;Preston Parsons;0;0;28 of 69;47 of 87;40%;54%;33 of 77;116 of 165;1 of 2;7 of 11;50%;63%;2;2;0;1;3:08;6:26;18 of 55;25 of 62;4 of 8;9 of 11;6 of 6;13 of 14;23 of 60;25 of 59;3 of 7;11 of 13;2 of 2;11 of 15;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Dan Miragliotta;January 13, 2024;Las Vegas, Nevada, USA;Welterweight Bout;Preston Parsons
Ricky Simon;Mario Bautista;0;0;45 of 108;112 of 270;41%;41%;52 of 115;118 of 276;2 of 13;0 of 3;15%;0%;0;0;0;0;3:00;0:14;33 of 95;76 of 219;4 of 4;31 of 42;8 of 9;5 of 9;44 of 106;110 of 266;1 of 2;2 of 3;0 of 0;0 of 1;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;January 13, 2024;Las Vegas, Nevada, USA;Bantamweight Bout;Mario Bautista
Phil Hawes;Brunno Ferreira;0;1;13 of 27;19 of 43;48%;44%;13 of 28;24 of 49;0 of 1;1 of 4;0%;25%;0;0;0;0;0:00;1:37;8 of 18;18 of 38;4 of 7;0 of 4;1 of 2;1 of 1;12 of 24;15 of 33;1 of 3;0 of 3;0 of 0;4 of 7;KO/TKO;1;4:55;3 Rnd (5-5-5);Chris Tognoni;January 13, 2024;Las Vegas, Nevada, USA;Middleweight Bout;Brunno Ferreira
Magomed Ankalaev;Johnny Walker;1;0;39 of 58;24 of 71;67%;33%;39 of 58;26 of 73;0 of 0;0 of 0;---;---;0;0;0;0;0:05;0:00;8 of 22;2 of 34;6 of 7;3 of 6;25 of 29;19 of 31;38 of 57;24 of 71;0 of 0;0 of 0;1 of 1;0 of 0;KO/TKO;2;2:42;5 Rnd (5-5-5-5-5);Marc Goddard;January 13, 2024;Las Vegas, Nevada, USA;Light Heavyweight Bout;Magomed Ankalaev
Andrei Arlovski;Waldo Cortes-Acosta;0;0;58 of 127;49 of 136;45%;36%;58 of 127;50 of 137;0 of 0;0 of 0;---;---;0;0;0;0;0:00;0:00;13 of 63;24 of 97;22 of 40;11 of 19;23 of 24;14 of 20;58 of 127;46 of 131;0 of 0;3 of 5;0 of 0;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Marc Goddard;January 13, 2024;Las Vegas, Nevada, USA;Heavyweight Bout;Waldo Cortes-Acosta
Farid Basharat;Taylor Lapilus;0;0;42 of 100;40 of 93;42%;43%;55 of 116;41 of 94;5 of 16;0 of 0;31%;---;1;0;0;0;6:58;0:02;14 of 53;24 of 67;7 of 19;11 of 16;21 of 28;5 of 10;39 of 92;34 of 86;2 of 5;2 of 3;1 of 3;4 of 4;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Chris Tognoni;January 13, 2024;Las Vegas, Nevada, USA;Bantamweight Bout;Farid Basharat
Marcus McGhee;Gaston Bolanos;1;0;65 of 123;28 of 81;52%;34%;74 of 134;28 of 82;1 of 3;0 of 0;33%;---;0;0;0;0;1:47;0:04;57 of 114;14 of 57;7 of 8;7 of 14;1 of 1;7 of 10;52 of 108;28 of 81;3 of 4;0 of 0;10 of 11;0 of 0;KO/TKO;2;3:29;3 Rnd (5-5-5);Mark Smith;January 13, 2024;Las Vegas, Nevada, USA;Bantamweight Bout;Marcus McGhee
Nikolas Motta;Tom Nolan;1;0;21 of 40;12 of 20;52%;60%;21 of 40;12 of 20;0 of 0;0 of 0;---;---;0;0;0;0;0:09;0:00;19 of 35;5 of 13;2 of 5;5 of 5;0 of 0;2 of 2;8 of 19;11 of 18;0 of 1;1 of 2;13 of 20;0 of 0;KO/TKO;1;1:03;3 Rnd (5-5-5);Dan Miragliotta;January 13, 2024;Las Vegas, Nevada, USA;Lightweight Bout;Nikolas Motta
Westin Wilson;Jean Silva;0;1;11 of 36;25 of 36;30%;69%;11 of 36;25 of 36;0 of 3;1 of 1;0%;100%;0;0;0;0;0:04;0:08;8 of 28;24 of 32;0 of 5;1 of 4;3 of 3;0 of 0;11 of 35;23 of 34;0 of 1;2 of 2;0 of 0;0 of 0;KO/TKO;1;4:12;3 Rnd (5-5-5);Marc Goddard;January 13, 2024;Las Vegas, Nevada, USA;Featherweight Bout;Jean Silva
Jim Miller;Gabriel Benitez;0;0;80 of 140;80 of 182;57%;43%;96 of 157;84 of 188;2 of 2;0 of 0;100%;---;1;0;0;0;3:55;0:01;50 of 108;51 of 145;10 of 12;13 of 21;20 of 20;16 of 16;67 of 125;79 of 181;5 of 7;1 of 1;8 of 8;0 of 0;Submission;3;3:25;3 Rnd (5-5-5);Dan Miragliotta;January 13, 2024;Las Vegas, Nevada, USA;Lightweight Bout;Jim Miller
Joshua Van;Felipe Bunes;1;0;83 of 141;50 of 91;58%;54%;154 of 222;57 of 101;1 of 1;2 of 6;100%;33%;0;0;0;0;1:14;2:02;63 of 116;29 of 64;15 of 19;11 of 16;5 of 6;10 of 11;61 of 115;49 of 90;9 of 11;1 of 1;13 of 15;0 of 0;KO/TKO;2;4:31;3 Rnd (5-5-5);Mark Smith;January 13, 2024;Las Vegas, Nevada, USA;Flyweight Bout;Joshua Van
Darren Elkins;TJ Brown;0;0;11 of 33;15 of 50;33%;30%;95 of 146;45 of 86;5 of 8;2 of 2;62%;100%;2;0;1;1;8:09;1:29;8 of 29;11 of 45;3 of 3;1 of 2;0 of 1;3 of 3;11 of 32;15 of 49;0 of 1;0 of 0;0 of 0;0 of 1;Submission;3;2:23;3 Rnd (5-5-5);Kerry Hatley;October 14, 2023;Las Vegas, Nevada, USA;Featherweight Bout;Darren Elkins
Christian Rodriguez;Cameron Saaiman;0;0;83 of 161;73 of 175;51%;41%;92 of 173;87 of 192;3 of 6;0 of 5;50%;0%;2;1;1;0;3:12;1:26;64 of 141;38 of 121;18 of 19;14 of 21;1 of 1;21 of 33;63 of 131;65 of 160;13 of 21;8 of 15;7 of 9;0 of 0;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;October 14, 2023;Las Vegas, Nevada, USA;Bantamweight Bout;Christian Rodriguez
Andre Petroski;Michel Pereira;0;1;0 of 1;6 of 18;0%;33%;0 of 1;6 of 18;0 of 0;0 of 0;---;---;0;0;0;0;0:00;0:04;0 of 1;5 of 17;0 of 0;1 of 1;0 of 0;0 of 0;0 of 1;2 of 6;0 of 0;0 of 0;0 of 0;4 of 12;KO/TKO;1;1:06;3 Rnd (5-5-5);Chris Tognoni;October 14, 2023;Las Vegas, Nevada, USA;Middleweight Bout;Michel Pereira
Jennifer Maia;Viviane Araujo;0;0;41 of 101;24 of 46;40%;52%;60 of 126;64 of 100;2 of 4;2 of 6;50%;33%;0;1;0;0;1:25;7:03;29 of 87;15 of 36;2 of 4;4 of 5;10 of 10;5 of 5;31 of 88;22 of 43;10 of 13;1 of 2;0 of 0;1 of 1;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mark Smith;October 14, 2023;Las Vegas, Nevada, USA;Women's Flyweight Bout;Viviane Araujo
Terrance McKinney;Brendon Marotte;1;0;14 of 21;1 of 1;66%;100%;14 of 21;1 of 1;0 of 0;0 of 0;---;---;0;0;0;0;0:15;0:00;14 of 21;0 of 0;0 of 0;0 of 0;0 of 0;1 of 1;0 of 1;1 of 1;1 of 1;0 of 0;13 of 19;0 of 0;KO/TKO;1;0:20;3 Rnd (5-5-5);Herb Dean;October 14, 2023;Las Vegas, Nevada, USA;Lightweight Bout;Terrance McKinney
Sodiq Yusuff;Edson Barboza;1;1;178 of 351;164 of 324;50%;50%;206 of 397;178 of 347;1 of 2;3 of 4;50%;75%;0;0;0;0;3:56;3:04;126 of 284;71 of 204;14 of 20;89 of 112;38 of 47;4 of 8;148 of 311;134 of 290;15 of 18;25 of 27;15 of 22;5 of 7;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);Herb Dean;October 14, 2023;Las Vegas, Nevada, USA;Featherweight Bout;Edson Barboza
